Symbol	chrom	start	end
PDE4B	1	66258192	66840262
SGIP1	1	66999824	67210768
MIR3117	1	67094122	67094200
TCTEX1D1	1	67218139	67244730
INSL5	1	67263423	67266942
WDR78	1	67278571	67390570
MIER1	1	67390577	67454302
SLC35D1	1	67465014	67520080
C1orf141	1	67557858	67600654
IL23R	1	67632168	67725650
IL12RB2	1	67773046	67862583
SERBP1	1	67873492	67896123
GADD45A	1	68150859	68154021
GNG12	1	68167148	68299155
LOC100289178	1	68297970	68668670
DIRAS3	1	68511644	68516460
WLS	1	68564141	68698284
MIR1262	1	68649200	68649293
RPE65	1	68894506	68915642
DEPDC1	1	68939834	68962799
LRRC7	1	70225857	70589171
PIN1P1	1	70385004	70386000
LRRC40	1	70610484	70671361
SRSF11	1	70671364	70717701
ANKRD13C	1	70724684	70820417
HHLA3	1	70820492	70833705
CTH	1	70876900	70905534
PTGER3	1	71318035	71513491
ZRANB2-AS1	1	71512188	71532865
ZRANB2	1	71528973	71546972
MIR186	1	71533313	71533399
ZRANB2-AS2	1	71547006	71703406
NEGR1	1	71868624	72748277
NEGR1-IT1	1	72259914	72302695
LRRIQ3	1	74491701	74663871
FPGT	1	74663895	74674386
FPGT-TNNI3K	1	74663895	75010116
TNNI3K	1	74701070	75010116
C1orf173	1	75033794	75139422
CRYZ	1	75171171	75199092
TYW3	1	75198835	75232360
LHX8	1	75594118	75627218
SLC44A5	1	75667815	76076799
ACADM	1	76190042	76229355
RABGGTB	1	76251878	76260775
SNORD45C	1	76252756	76252834
SNORD45A	1	76253573	76253657
SNORD45B	1	76255161	76255232
MSH4	1	76262555	76378923
ASB17	1	76384557	76398116
ST6GALNAC3	1	76540388	77096669
ST6GALNAC5	1	77333185	77529737
PIGK	1	77554666	77685132
AK5	1	77747661	78025654
ZZZ3	1	78030189	78148343
USP33	1	78161673	78225564
FAM73A	1	78245308	78345225
NEXN	1	78354199	78409578
FUBP1	1	78413590	78444777
DNAJB4	1	78470635	78482995
GIPC2	1	78511588	78603112
MGC27382	1	78695282	78835147
PTGFR	1	78956727	79006386
IFI44L	1	79086087	79111830
IFI44	1	79115476	79129763
ELTD1	1	79355448	79472495
LPHN2	1	82266081	82458107
TTLL7	1	84335056	84464833
PRKACB	1	84543744	84704181
SAMD13	1	84764048	84816481
UOX	1	84830640	84863576
DNASE2B	1	84864214	84880691
RPF1	1	84944919	84964033
GNG5	1	84964005	84972262
CTBS	1	85018803	85040163
C1orf180	1	85093912	85100703
SSX2IP	1	85109389	85156240
LPAR3	1	85279085	85358896
MCOLN2	1	85391265	85462796
MCOLN3	1	85483764	85514223
WDR63	1	85527992	85598821
MIR4423	1	85599476	85599556
SYDE2	1	85623355	85666728
C1orf52	1	85715636	85725355
BCL10	1	85731459	85742587
LOC646626	1	85742040	85743771
DDAH1	1	85784167	86044046
CYR61	1	86046443	86049648
ZNHIT6	1	86115105	86174116
COL24A1	1	86194915	86622121
ODF2L	1	86812506	86862025
CLCA2	1	86889768	86922240
CLCA1	1	86934525	86965974
CLCA4	1	87012758	87046432
CLCA3P	1	87099958	87121059
SH3GLB1	1	87170252	87213867
SEP15	1	87328127	87380107
HS2ST1	1	87380334	87575681
LOC339524	1	87595447	87634886
LMO4	1	87794150	87814607
LOC100505768	1	87819209	87837338
PKN2	1	89149921	89301938
GTF2B	1	89318320	89357301
CCBL2	1	89401455	89458643
RBMXL1	1	89445138	89458643
GBP3	1	89472359	89488549
GBP1	1	89517986	89531043
GBP2	1	89573309	89591799
GBP7	1	89597433	89641723
GBP4	1	89646830	89664633
GBP5	1	89724633	89738544
GBP6	1	89829435	89853719
GBP1P1	1	89873237	89890493
LRRC8B	1	89990396	90063420
FLJ27354	1	90090407	90098453
LRRC8C	1	90098643	90185094
LRRC8D	1	90286572	90401989
GEMIN8P4	1	90458823	90460525
ZNF326	1	90460677	90494094
BARHL2	1	91177578	91182794
ZNF644	1	91380856	91487812
HFM1	1	91726322	91870426
CDC7	1	91966403	91991321
TGFBR3	1	92145899	92371559
BRDT	1	92414927	92479985
EPHX4	1	92495532	92529093
BTBD8	1	92545861	92613401
KIAA1107	1	92632608	92650280
C1orf146	1	92683572	92711367
GLMN	1	92711954	92764566
RPAP2	1	92764521	92853732
GFI1	1	92940317	92952433
EVI5	1	92974252	93257961
RPL5	1	93297593	93307481
FAM69A	1	93298285	93427079
SNORD21	1	93302845	93302940
SNORA66	1	93306275	93306408
MTF2	1	93544791	93604638
TMED5	1	93615298	93646246
CCDC18	1	93646280	93744287
LOC100131564	1	93775665	93811368
DR1	1	93811477	93828148
FNBP1L	1	93913687	94020218
BCAR3	1	94027342	94312706
LOC100129046	1	94057524	94065587
MIR760	1	94312387	94312467
DNTTIP2	1	94335013	94344762
GCLM	1	94352589	94375012
ABCA4	1	94458393	94586705
ARHGAP29	1	94634462	94703307
ABCD3	1	94883932	94984219
F3	1	94994731	95007413
SLC44A3	1	95285897	95360803
CNN3	1	95362506	95392735
LOC729970	1	95393583	95428826
ALG14	1	95448278	95538507
TMEM56	1	95558072	95663161
TMEM56-RWDD3	1	95583478	95710509
RWDD3	1	95699710	95712781
FLJ31662	1	95940292	95944912
PTBP2	1	97187174	97280605
DPYD	1	97543299	98386615
MIR137HG	1	98453555	98515249
MIR2682	1	98510798	98510907
MIR137	1	98511625	98511727
LOC729987	1	98676266	98738214
SNX7	1	99127235	99226056
LPPR5	1	99355800	99470449
LOC100129620	1	99469831	99614408
LPPR4	1	99729847	99775138
PALMD	1	100111430	100160097
MIR548AA1	1	100154610	100178513
MIR548D1	1	100154610	100178513
FRRS1	1	100174258	100231349
AGL	1	100315639	100389579
SLC35A3	1	100435344	100492534
HIAT1	1	100503788	100548929
SASS6	1	100549101	100598511
CCDC76	1	100598705	100616054
LRRC39	1	100614003	100643829
DBT	1	100652477	100715409
RTCD1	1	100731713	100758325
MIR553	1	100746796	100746864
CDC14A	1	100818022	100985833
GPR88	1	101003727	101007583
LOC100128787	1	101092605	101112560
VCAM1	1	101185195	101204601
EXTL2	1	101337927	101360735
SLC30A7	1	101361631	101447311
DPH5	1	101455179	101491362
S1PR1	1	101702304	101707076
OLFM3	1	102268126	102462790
DNAJA1P5	1	102337566	102360299
COL11A1	1	103342022	103574052
RNPC3	1	104068577	104097859
AMY2B	1	104097321	104122149
LOC648740	1	104112025	104114008
AMY2A	1	104159998	104168400
AMY1A	1	104198140	104301311
AMY1C	1	104198302	104301310
AMY1B	1	104198324	104301310
LOC100129138	1	104615644	104619693
PRMT6	1	107599266	107601916
NTNG1	1	107682628	108024475
VAV3	1	108113781	108507545
SLC25A24	1	108677343	108742980
NBPF4	1	108765962	108786703
NBPF6	1	108992903	109013260
FAM102B	1	109102970	109181949
HENMT1	1	109190909	109204148
PRPF38B	1	109234931	109244422
FNDC7	1	109255555	109285367
STXBP3	1	109289284	109352148
AKNAD1	1	109358519	109400864
SRG7	1	109399838	109401146
GPSM2	1	109419602	109473044
CLCC1	1	109472129	109506121
WDR47	1	109512837	109584850
TAF13	1	109606997	109618624
TMEM167B	1	109633402	109639554
SCARNA2	1	109642814	109643234
C1orf194	1	109648572	109656479
KIAA1324	1	109656584	109749403
SARS	1	109756514	109780804
CELSR2	1	109792640	109818378
PSRC1	1	109822175	109825790
MYBPHL	1	109834986	109849663
SORT1	1	109852187	109940563
PSMA5	1	109941652	109969108
SYPL2	1	110009099	110024764
ATXN7L2	1	110026560	110035420
CYB561D1	1	110036657	110043063
AMIGO1	1	110049445	110052336
GPR61	1	110082493	110088455
GNAI3	1	110091185	110138454
MIR197	1	110141514	110141589
GNAT2	1	110145888	110155705
AMPD2	1	110162434	110174677
GSTM4	1	110198697	110208123
GSTM2	1	110210643	110226619
GSTM1	1	110230417	110236367
GSTM5	1	110254863	110260890
GSTM3	1	110276553	110283660
EPS8L3	1	110292701	110306644
CSF1	1	110453232	110473616
AHCYL1	1	110527386	110566364
FAM40A	1	110574198	110597263
ALX3	1	110602996	110613322
UBL4B	1	110655061	110656569
SLC6A17	1	110693131	110744823
KCNC4	1	110753335	110776674
LOC440600	1	110828998	110881793
RBM15	1	110881944	110889303
SLC16A4	1	110905472	110933704
HBXIP	1	110943876	110950546
PROK1	1	110993787	110999976
CYMP	1	111023387	111033891
KCNA10	1	111059838	111061797
KCNA2	1	111136201	111174096
KCNA3	1	111214309	111217655
CD53	1	111413820	111442558
LRIF1	1	111489811	111506566
DRAM2	1	111659953	111682838
CEPT1	1	111682248	111727724
DENND2D	1	111728590	111747160
CHI3L2	1	111770280	111786062
RP11-165H20.1	1	111823145	111828730
CHIA	1	111833473	111863188
C1orf88	1	111889194	111895639
PGCP1	1	111927140	111932473
OVGP1	1	111956936	111970399
WDR77	1	111982511	111991830
ATP5F1	1	111991742	112004525
C1orf162	1	112016603	112021134
ADORA3	1	112025969	112106597
LOC100129269	1	112141628	112150940
RAP1A	1	112162404	112256101
FAM212B	1	112264685	112298419
LOC100506343	1	112282462	112290420
DDX20	1	112298189	112310199
KCND3	1	112318453	112531777
CTTNBP2NL	1	112938799	113003786
MIR4256	1	113004391	113004455
WNT2B	1	113010039	113063910
ST7L	1	113066140	113162040
CAPZA1	1	113162074	113214241
MOV10	1	113217047	113243368
RHOC	1	113243748	113250025
PPM1J	1	113252615	113257950
FAM19A3	1	113263188	113269856
SLC16A1	1	113454469	113498975
AKR7A2P1	1	113465971	113467295
LRIG2	1	113615830	113667342
LOC643441	1	113739403	113748875
MAGI3	1	113933474	114228545
PHTF1	1	114239823	114301777
RSBN1	1	114304453	114355070
PTPN22	1	114356432	114414375
LOC100287722	1	114399256	114443859
BCL2L15	1	114419435	114430169
AP4B1	1	114437370	114447741
DCLRE1B	1	114447914	114456708
HIPK1	1	114471995	114520491
OLFML3	1	114522029	114524875
SYT6	1	114631913	114696472
TRIM33	1	114935398	115053781
BCAS2	1	115110180	115124265
DENND2C	1	115127195	115212732
AMPD1	1	115215719	115238239
NRAS	1	115247084	115259515
CSDE1	1	115259533	115300671
SIKE1	1	115312104	115323308
SYCP1	1	115397454	115537990
TSHB	1	115572444	115576930
TSPAN2	1	115590632	115632121
NGF	1	115828536	115880857
VANGL1	1	116184573	116240845
CASQ2	1	116242625	116311426
NHLH2	1	116378998	116383747
SLC22A15	1	116519118	116612675
MAB21L3	1	116654375	116677861
ATP1A1	1	116915794	116947396
ATP1A1OS	1	116935486	116961244
CD58	1	117057155	117113715
IGSF3	1	117117019	117210377
MIR320B1	1	117214370	117214449
CD2	1	117297085	117311851
PTGFRN	1	117452688	117532972
CD101	1	117544371	117579173
TTF2	1	117602948	117645491
MIR942	1	117637264	117637350
TRIM45	1	117653676	117664411
VTCN1	1	117686208	117753582
MAN1A2	1	117910084	118068320
FAM46C	1	118148603	118171011
GDAP2	1	118406106	118472302
WDR3	1	118472371	118503049
SPAG17	1	118496287	118727848
TBX15	1	119425665	119532179
WARS2	1	119573838	119683295
HAO2	1	119911401	119936751
HSD3B2	1	119957553	119965662
HSD3B1	1	120049825	120057681
HSD3BP4	1	120106502	120115199
LOC644242	1	120140324	120141914
ZNF697	1	120161999	120190390
PHGDH	1	120254418	120286849
HMGCS2	1	120290618	120311555
REG4	1	120336640	120354203
NBPF7	1	120377387	120387503
ADAM30	1	120436155	120439147
NOTCH2	1	120454175	120612317
FAM72B	1	120839004	120855681
HIST2H2BA	1	120906033	120914842
FCGR1B	1	120926127	120935944
EMBP1	1	121260909	121313686
LOC100130000	1	143687129	143714180
FLJ39739	1	143718512	147931980
LOC100286793	1	143718512	143744587
PPIAL4G	1	143767143	143767881
FAM72D	1	143896451	143913143
LOC728855	1	144300511	149616786
LOC728875	1	144300516	144521969
PPIAL4B	1	144363461	149553787
PPIAL4C	1	144363461	149553787
PPIAL4A	1	144363586	149553662
PFN1P2	1	144610814	144612727
NBPF9	1	144614958	148346929
LOC653513	1	144676436	144680025
PDE4DIP	1	144851423	145076186
SEC22B	1	145096406	145116997
NOTCH2NL	1	145209110	145285912
NBPF10	1	145293370	146466121
HFE2	1	145413190	145417545
TXNIP	1	145438461	145442628
POLR3GL	1	145456235	145470387
ANKRD34A	1	145470507	145475647
LIX1L	1	145477084	145499091
RBM8A	1	145507556	145513535
GNRHR2	1	145509819	145516076
PEX11B	1	145516164	145523732
ITGA10	1	145524989	145543868
ANKRD35	1	145549208	145568526
PIAS3	1	145575987	145586546
NUDT17	1	145586492	145589435
POLR3C	1	145592604	145610884
RNF115	1	145611035	145688776
CD160	1	145695797	145715565
PDZK1	1	145727665	145764206
GPR89A	1	145764594	145827103
GPR89C	1	145883867	147465755
PDZK1P1	1	145924387	147484331
NBPF11	1	146032541	147624469
NBPF24	1	146032541	147624601
LOC728989	1	146490894	146514599
PRKAB2	1	146626684	146644129
PDIA3P	1	146649429	146651528
FMO5	1	146655883	146697230
CHD1L	1	146714290	146767447
LOC100289211	1	146853913	146989699
BCL9	1	147013181	147098015
ACP6	1	147119167	147142634
GJA5	1	147228331	147245484
GJA8	1	147374945	147381395
GPR89B	1	147400505	147465753
PPIAL4D	1	148201751	148806799
PPIAL4F	1	148201751	148806799
NBPF14	1	148250248	148346756
NBPF15	1	148558187	148596267
NBPF16	1	148577356	148758311
PPIAL4E	1	148644010	148644795
LOC645166	1	148928285	148953054
LOC388692	1	149279475	149291742
FCGR1C	1	149369293	149378297
FAM91A2	1	149576261	149672733
HIST2H2BF	1	149754244	149783928
FCGR1A	1	149754249	149764074
HIST2H3D	1	149784779	149785236
HIST2H4A	1	149804220	149832725
HIST2H4B	1	149804220	149832725
HIST2H3A	1	149812258	149824687
HIST2H3C	1	149812258	149824687
HIST2H2AA3	1	149813784	149823161
HIST2H2AA4	1	149813784	149823161
HIST2H2BC	1	149821758	149822340
HIST2H2BE	1	149856009	149858232
HIST2H2AC	1	149858524	149858961
HIST2H2AB	1	149859018	149859466
BOLA1	1	149871154	149872348
SV2A	1	149874871	149889434
SF3B4	1	149895208	149900144
MTMR11	1	149900542	149908791
OTUD7B	1	149912231	149982686
VPS45	1	150039341	150117505
PLEKHO1	1	150122169	150131825
ANP32E	1	150190716	150208504
CA14	1	150230217	150237480
APH1A	1	150237798	150241609
C1orf54	1	150245182	150253335
C1orf51	1	150255228	150259501
MRPS21	1	150266268	150280819
PRPF3	1	150293927	150325704
RPRD2	1	150336989	150449041
TARS2	1	150459839	150480085
ECM1	1	150480486	150486265
ADAMTSL4	1	150521897	150533412
MIR4257	1	150524404	150524490
MCL1	1	150547026	150552214
ENSA	1	150594598	150602098
GOLPH3L	1	150618700	150669672
HORMAD1	1	150670534	150693364
CTSS	1	150702671	150738433
CTSK	1	150768683	150780917
ARNT	1	150782180	150849244
SETDB1	1	150898814	150937220
CERS2	1	150937648	150947479
ANXA9	1	150954498	150968114
FAM63A	1	150969300	150980854
PRUNE	1	150980972	151008189
BNIPL	1	151009028	151020076
C1orf56	1	151020258	151023871
CDC42SE1	1	151023446	151032125
MLLT11	1	151032150	151040973
GABPB2	1	151043079	151091007
SEMA6C	1	151104162	151119140
TNFAIP8L2	1	151129104	151132225
TNFAIP8L2-SCNM1	1	151129104	151142773
LYSMD1	1	151132223	151138424
SCNM1	1	151138497	151142773
TMOD4	1	151142462	151148547
VPS72	1	151148775	151162689
PIP5K1A	1	151171020	151222007
PSMD4	1	151227196	151239954
ZNF687	1	151254790	151264381
PI4KB	1	151264272	151300191
RFX5	1	151313115	151319769
SELENBP1	1	151336777	151345210
PSMB4	1	151372040	151374412
POGZ	1	151375199	151431941
CGN	1	151483861	151511167
TUFT1	1	151512780	151556059
MIR554	1	151518271	151518367
SNX27	1	151584661	151671559
CELF3	1	151672533	151689290
RIIAD1	1	151694012	151702082
MRPL9	1	151732122	151736040
OAZ3	1	151735444	151743806
TDRKH	1	151744040	151763010
LINGO4	1	151772764	151777882
RORC	1	151778546	151804348
C2CD4D	1	151810338	151813033
LOC100132111	1	151810944	151816641
THEM5	1	151819576	151826173
THEM4	1	151843342	151882361
S100A10	1	151955385	151966714
S100A11	1	152004981	152009511
TCHHL1	1	152056619	152061540
TCHH	1	152078792	152087930
RPTN	1	152126070	152131704
HRNR	1	152184551	152196672
FLG	1	152274650	152297679
FLG2	1	152321212	152332482
CRNN	1	152381718	152386750
LCE5A	1	152483319	152484653
CRCT1	1	152486977	152488481
LCE3E	1	152538174	152539229
LCE3D	1	152551859	152552980
LCE3C	1	152573137	152573562
LCE3B	1	152586286	152586574
LCE3A	1	152595309	152595579
LCE2D	1	152635886	152637135
LCE2C	1	152647790	152649049
LCE2B	1	152658598	152659876
LCE2A	1	152670839	152671918
LCE4A	1	152681522	152681910
C1orf68	1	152691997	152692905
KPRP	1	152730505	152734529
LCE1F	1	152748847	152749445
LCE1E	1	152758752	152760901
LCE1D	1	152769226	152770657
LCE1C	1	152777310	152779107
LCE1B	1	152784446	152785585
LCE1A	1	152799948	152800573
LCE6A	1	152815329	152816459
SMCP	1	152850797	152857523
IVL	1	152881038	152884362
SPRR4	1	152943127	152945069
SPRR1A	1	152956563	152958290
SPRR3	1	152974222	152976332
SPRR1B	1	153003678	153005376
SPRR2D	1	153012200	153013594
SPRR2A	1	153028595	153029988
SPRR2B	1	153042717	153044084
SPRR2E	1	153065610	153067001
SPRR2F	1	153084612	153085989
SPRR2C	1	153112593	153113969
SPRR2G	1	153122057	153123427
LELP1	1	153175905	153177601
PRR9	1	153190059	153191793
LOR	1	153232178	153234600
PGLYRP3	1	153270337	153283194
PGLYRP4	1	153302596	153321022
S100A9	1	153330329	153333503
S100A12	1	153346183	153348075
S100A8	1	153362507	153363664
S100A7A	1	153388999	153395701
S100A7L2	1	153409470	153412503
S100A7	1	153430219	153433137
S100A6	1	153507075	153508717
S100A5	1	153509622	153514241
S100A4	1	153516094	153518282
S100A3	1	153519808	153521734
S100A2	1	153533584	153538306
S100A16	1	153579366	153585514
S100A14	1	153586731	153588808
S100A13	1	153591275	153606568
S100A1	1	153600872	153604513
CHTOP	1	153606457	153618782
SNAPIN	1	153631129	153634328
ILF2	1	153634263	153643504
NPR1	1	153651163	153666468
INTS3	1	153700566	153746555
SLC27A3	1	153747767	153752633
GATAD2B	1	153777202	153895451
DENND4B	1	153901976	153919154
CRTC2	1	153920147	153931132
SLC39A1	1	153931574	153940660
CREB3L4	1	153940314	153946840
JTB	1	153946744	153950451
RAB13	1	153954092	153958853
RPS27	1	153963238	153964631
NUP210L	1	153965167	154127592
TPM3	1	154127779	154164611
MIR190B	1	154166140	154166219
C1orf189	1	154171561	154178841
C1orf43	1	154179182	154193273
UBAP2L	1	154192654	154243329
HAX1	1	154245038	154248355
AQP10	1	154293591	154297801
ATP8B2	1	154298035	154323780
IL6R	1	154377668	154441926
SHE	1	154451953	154474526
TDRD10	1	154474694	154520623
UBE2Q1	1	154521050	154531120
CHRNB2	1	154540256	154552353
ADAR	1	154554533	154600456
KCNN3	1	154669941	154842754
PMVK	1	154897207	154909484
PBXIP1	1	154916558	154928567
PYGO2	1	154929501	154934258
SHC1	1	154934773	154946959
CKS1B	1	154947117	154951725
MIR4258	1	154948168	154948259
FLAD1	1	154955769	154965587
LENEP	1	154966061	154966791
ZBTB7B	1	154975105	154991001
DCST2	1	154991002	155006257
DCST1	1	155006281	155023406
LOC100505666	1	155017667	155036467
ADAM15	1	155023747	155035252
EFNA4	1	155036212	155042029
EFNA3	1	155051347	155060014
EFNA1	1	155100348	155107386
SLC50A1	1	155108287	155111334
DPM3	1	155112366	155112996
KRTCAP2	1	155141883	155145804
TRIM46	1	155146262	155157447
MUC1	1	155158299	155162706
MIR92B	1	155164967	155165063
THBS3	1	155165378	155177772
MTX1	1	155178489	155183624
GBAP1	1	155183615	155197325
GBA	1	155204238	155214653
FAM189B	1	155216995	155225274
SCAMP3	1	155225769	155232176
CLK2	1	155232658	155243281
HCN3	1	155247217	155259639
PKLR	1	155259083	155271225
FDPS	1	155278538	155290457
RUSC1-AS1	1	155290250	155293938
RUSC1	1	155290639	155300909
ASH1L	1	155305051	155532324
MIR555	1	155316140	155316236
POU5F1P4	1	155402970	155404053
LOC645676	1	155531771	155533735
MSTO1	1	155579960	155584758
MSTO2P	1	155579978	155720479
YY1AP1	1	155629232	155658823
DAP3	1	155658881	155708800
GON4L	1	155719509	155826972
SYT11	1	155829259	155854990
RIT1	1	155867598	155881193
KIAA0907	1	155882835	155904188
SNORA42	1	155889699	155889833
SCARNA4	1	155895748	155895877
RXFP4	1	155911479	155912625
ARHGEF2	1	155916629	155948336
SSR2	1	155978838	155990758
UBQLN4	1	156005091	156023516
LAMTOR2	1	156024516	156028301
RAB25	1	156030965	156040295
MEX3A	1	156041803	156051789
LMNA	1	156052368	156109880
SEMA4A	1	156119734	156147542
SLC25A44	1	156163729	156182587
PMF1	1	156182778	156209868
PMF1-BGLAP	1	156182778	156213123
BGLAP	1	156211950	156213123
PAQR6	1	156213111	156217908
SMG5	1	156219014	156252620
TMEM79	1	156252703	156262234
C1orf85	1	156262477	156265480
VHLL	1	156268414	156269428
CCT3	1	156278751	156308206
C1orf182	1	156307104	156316785
RHBG	1	156338979	156355013
C1orf61	1	156374054	156399184
MIR9-1	1	156390132	156390221
MEF2D	1	156433512	156470634
IQGAP3	1	156495196	156542396
TTC24	1	156549518	156556562
APOA1BP	1	156561557	156564091
GPATCH4	1	156564099	156571279
HAPLN2	1	156589085	156595517
BCAN	1	156611739	156629324
NES	1	156638555	156647189
CRABP2	1	156669399	156675608
ISG20L2	1	156692412	156697705
RRNAD1	1	156698262	156706752
MRPL24	1	156707093	156710923
HDGF	1	156711898	156722240
PRCC	1	156737273	156770609
SH2D2A	1	156776034	156786640
NTRK1	1	156785541	156851642
INSRR	1	156810664	156828712
PEAR1	1	156863522	156886226
LRRC71	1	156890423	156902880
ARHGEF11	1	156904631	157015162
MIR765	1	156905922	156906036
ETV3L	1	157061834	157069600
ETV3	1	157094458	157108383
CYCSP52	1	157098153	157098463
FCRL5	1	157483166	157522310
FCRL4	1	157543538	157567870
FCRL3	1	157647977	157670647
FCRL2	1	157715522	157746922
FCRL1	1	157764193	157789940
CD5L	1	157800703	157811634
KIRREL	1	157963062	158065844
LOC646268	1	158101833	158110430
CD1D	1	158149736	158156216
CD1A	1	158223926	158228058
CD1C	1	158259562	158264564
CD1B	1	158297739	158301321
CD1E	1	158323485	158327343
OR10T2	1	158368311	158369256
OR10K2	1	158389717	158390656
OR10K1	1	158435351	158436293
OR10R2	1	158449667	158450675
OR6Y1	1	158516917	158517895
OR6P1	1	158532440	158533394
OR10X1	1	158548708	158549689
OR10Z1	1	158576228	158577170
SPTA1	1	158580495	158656506
OR6K2	1	158669467	158670442
OR6K3	1	158686957	158687905
OR6K6	1	158724605	158725637
OR6N1	1	158735533	158736472
OR6N2	1	158746471	158747425
MNDA	1	158801167	158819270
PYHIN1	1	158901336	158946849
IFI16	1	158979681	159024945
AIM2	1	159032274	159046647
CADM3	1	159141376	159172932
LOC100131825	1	159165774	159172212
DARC	1	159173802	159176290
FCER1A	1	159259503	159278014
OR10J3	1	159283459	159284449
OR10J1	1	159409511	159410600
OR10J5	1	159504867	159505797
APCS	1	159557615	159558661
CRP	1	159682078	159684379
DUSP23	1	159750758	159752333
FCRL6	1	159772172	159786047
SLAMF8	1	159796478	159807282
C1orf204	1	159804263	159825137
VSIG8	1	159824105	159832447
CCDC19	1	159842153	159869906
TAGLN2	1	159887896	159895332
IGSF9	1	159896828	159915386
SLAMF9	1	159921281	159924044
LOC100505633	1	159931013	159948876
PIGM	1	159997461	160001783
KCNJ10	1	160007256	160040051
KCNJ9	1	160051359	160059212
IGSF8	1	160061128	160068618
ATP1A2	1	160085519	160113374
ATP1A4	1	160121351	160156767
CASQ1	1	160160284	160171676
PEA15	1	160175124	160185162
DCAF8	1	160185504	160232350
PEX19	1	160246598	160254941
COPA	1	160258376	160313354
SUMO1P3	1	160287054	160288260
NCSTN	1	160313062	160328742
NHLH1	1	160336860	160342638
VANGL2	1	160370363	160398468
SLAMF6	1	160454819	160493052
CD84	1	160510883	160549306
SLAMF1	1	160579890	160617081
CD48	1	160648535	160681641
SLAMF7	1	160709076	160724601
LY9	1	160765863	160798045
CD244	1	160799949	160832692
ITLN1	1	160846329	160854960
ITLN2	1	160914815	160924589
F11R	1	160965000	160991133
TSTD1	1	161007421	161008774
USF1	1	161009040	161015769
ARHGAP30	1	161016731	161039760
PVRL4	1	161040780	161059385
KLHDC9	1	161068150	161070138
PFDN2	1	161070345	161087866
NIT1	1	161087861	161095235
DEDD	1	161090768	161102478
UFC1	1	161123533	161128646
USP21	1	161129253	161135516
PPOX	1	161136180	161141010
B4GALT3	1	161141099	161147758
ADAMTS4	1	161159537	161168845
NDUFS2	1	161169104	161184184
FCER1G	1	161185086	161189038
